word,positive,negative,word_count
4,0.00011202599002968689,0.0002775464890369137,5
tables,5.600985773496135e-05,0.0003330373001776199,5
restaurant,0.0010081209745169421,0.000499528223344619,25
luke,5.600358422939068e-05,0.000111000111000111,1
warm,0.00022400179201433613,0.00027748487707419944,7
sever,5.599731212901781e-05,0.00011098779134295228,1
running,0.00022397670642253207,0.00022196326507962932,6
around,0.0004479283314669653,0.0008323160581511485,21
he,0.001735625104977325,0.0016645397547578095,59
totally,0.00039189340499384167,0.0007767421216156236,19
overwhelmed,0.0001119632760454571,0.00011095700416088766,2
worst,0.00011195700850873264,0.0022190169754798626,40
salmon,0.00022390148334732718,0.0001109446940700061,4
sashimi,5.5972237770066045e-05,0.00022187708009762592,3
there,0.001791011361728326,0.0038826335348605026,100
are,0.005764495186926349,0.004381586245146977,180
combos,0.0001119256813475852,5.546004104043037e-05,1
burger,0.0002797985450475658,0.0004991126885536823,12
beer,0.00044765262156566503,0.00011090778018077968,8
23,0.00011190689346463742,5.5450815126982364e-05,1
which,0.0015666088513400101,0.001774327696146382,58
decent,0.0003916303009958599,0.00022177866489243733,9
deal,0.00044755244755244756,0.0003326495536951821,12
final,0.00011188185276348176,0.00022175407473112318,4
blow,5.5937797169547465e-05,0.00011087089084760796,1
found,0.0007830853563038371,0.0006097560975609756,23
accident,0.00011186307959058112,5.542929992794191e-05,1
be,0.003243847874720358,0.005099212947566789,148
happier,0.00027962641910407696,5.5423155794490936e-05,4
seems,0.00039145509450844423,0.00022168033695411216,9
quick,0.0004473522339652184,0.00011083402604599612,8
grab,5.591590248266607e-05,0.0001108278842956888,1
bite,0.00011182555213866368,0.00011082174322602094,2
some,0.001565470200156547,0.0015514184397163121,54
familiar,0.00011181304858276961,0.00011080946312815115,2
pub,5.590339892665474e-05,0.00011080332409972299,1
but,0.004863323830286768,0.00637083818071021,200
do,0.0011179429849077697,0.0019388433414580103,53
yourself,5.589402492873512e-05,0.00027696227773777213,4
favor,5.58909009613235e-05,0.00016616816218012627,2
look,0.000838316660146426,0.0009969537524231514,31
elsewhere,5.588465407399128e-05,0.00038768276473194507,6
overall,0.0006146968426934898,0.0003876612947887246,16
lot,0.000894054537326777,0.0006091482999224721,25
redeeming,0.0001117505727216852,0.0001661221551580929,3
quality,0.002179014415018438,0.0016057585825027686,66
inexpensive,0.00016760712888988212,0.00011073583965450419,3
ample,0.0001675977653631285,5.5364854390432956e-05,2
portions,0.0002234512038433607,0.00016608536787908985,5
poor,5.585968048262764e-05,0.001550044286979628,27
waiter,0.0001675696810590404,0.00033213396069748134,7
me,0.0013404825737265416,0.0025462194176906895,68
feel,0.0005585032113934655,0.0004981457906680689,17
stupid,5.5847202055177036e-05,0.0009962364401151207,17
every,0.0013402579996649355,0.0007194642758315347,35
came,0.0008376144739781103,0.0009407858328721638,30
table,0.0002791892344631191,0.0003320236843561507,9
first,0.0011166945840312675,0.0015493581230633024,46
visit,0.00027915805929317177,5.5331156974492333e-05,4
hiro,0.00011165698972755694,5.5328095606949206e-05,1
delight,0.0002791268910846871,5.532503457814661e-05,4
sucks,5.582226191805292e-05,0.0008851515822084533,15
shrimp,0.00016745743790120012,0.0002765945676826907,6
tender,0.00044652824291136416,5.531585352361987e-05,7
moist,0.00022325166043422447,5.531279384921732e-05,3
enough,0.000781337202812814,0.001327433628318584,36
drag,5.580668564093978e-05,0.00016592002654720425,2
into,0.0007254464285714286,0.0009954651034177636,29
establishment,0.00011160091512750405,0.00022120223414256483,4
again,0.001283338913067738,0.0015483300154833,49
hard,0.0002789711543826368,0.0006635333149018523,15
judge,0.0001115822361080116,0.00016587415680636956,3
whether,0.00016736401673640169,0.000276441643169127,6
these,0.0009483431886645096,0.0009951348960636887,33
sides,0.00022312712668042618,0.0001658466471336171,5
grossed,5.577867023650156e-05,0.0001658374792703151,2
out,0.0022867979251491996,0.0027085291028688297,88
melted,5.5772448410485224e-05,0.00011054609772275039,1
styrofoam,5.576933801795773e-05,0.00011053998784060133,1
eat,0.00044612982377871963,0.0007184702111197082,19
fear,0.00011152623654714772,0.00022105554020447637,4
sick,5.576000892160143e-05,0.0004420866489832007,7
positive,0.00016727069974909394,5.525777753218766e-05,2
note,0.00022301516503122213,0.00022101889711570338,6
server,0.0005575068294586609,0.00027625835681529366,13
attentive,0.00039023302486341843,0.00011049723756906077,7
provided,0.00022297786944645745,0.00016573669962985471,5
frozen,5.574136008918618e-05,0.00022097005855706552,3
pucks,5.573825316314587e-05,0.00011047892614483787,1
disgust,5.5735146583435515e-05,0.0001104728236853734,1
with,0.00880566237529956,0.006462303231151615,273
people,0.0011145786892554615,0.0008284546559151662,33
behind,0.00011145165784341042,0.00016568178052686806,3
register,5.572272372673576e-05,0.0001104484205875856,1
thing,0.0006686354265336825,0.0013253078579711745,34
prime,0.00011143302874972142,0.00011043622308117063,2
rib,0.00011142682043567887,5.521506266909613e-05,1
dessert,0.0002785515320334262,0.00011042402826855124,5
section,0.00011141440588268063,5.520896593606802e-05,1
it's,0.003620766488413547,0.0027050899856464615,112
bad,0.00022280398819138862,0.005520287054926856,102
generic,5.569789461958338e-05,0.00016559947008169574,2
beef,0.0002227791701475912,0.00016559032952475575,5
cooked,0.00038984183559812876,0.00011038745998454576,7
right,0.0012251489669766664,0.0007174788895634417,33
if,0.0022274195344693173,0.003642384105960265,104
sandwich,0.00038977671362548026,0.00022073836984713867,9
any,0.0014476614699331849,0.001600264871426995,53
firehouse,0.00011135237458938811,5.517850245544336e-05,1
side,0.0004453847010355194,0.0003310527477378062,12
greek,0.00022267995323720983,5.5172413793103446e-05,3
dressing,0.00016700066800267202,0.00011033873993158998,3
pita,0.0002226551628165878,5.516632647432007e-05,3
hummus,0.00022264276967605477,5.5163283318623126e-05,3
refreshing,0.0001669727834362999,5.516024049864857e-05,2
ordered,0.00038958147818343725,0.0006618863761720904,17
duck,0.00022260559853080306,5.5154155865644475e-05,3
rare,0.00022259321090706732,0.00022060445621001543,6
pink,0.00011129041233097768,5.5148072574863506e-05,1
inside,0.0005564210994880925,0.00011029006286533584,10
nice,0.0028375897179101985,0.00022056796250344637,53
char,0.00011127183709803049,0.00011027790030877812,2
outside,0.0002781641168289291,0.0002205436400727794,7
after,0.0009457053849577214,0.00203991619803727,52
us,0.0006675196083884964,0.0008820772920227135,26
when,0.0020024474357548112,0.001984564498346196,70
realized,0.0001668613382279326,0.00011024750565018466,3
husband,0.00011123470522803115,0.00022048285745783266,4
left,0.00033368555697680887,0.0004960590861489279,13
his,0.001668335001668335,0.0010471781305114638,47
sunglasses,0.0001112161485847745,0.00016533480297602646,3
their,0.002001779359430605,0.0011021712774165104,54
chow,0.00011120378092855157,0.00011021105416873313,2
mein,0.00011119759813188036,5.5102490632576594e-05,1
have,0.005170400845054762,0.005124249269932228,184
horrible,5.55926173004225e-05,0.0011570247933884298,20
attitudes,5.55895269331258e-05,0.00016528014985400254,2
towards,5.558643690939411e-05,0.0002754517408550022,4
customers,5.558334722917014e-05,0.00016526194017517766,2
talk,0.0002779012894619831,0.0008262641842018288,18
down,0.0005001945200911466,0.0008262186725419994,22
each,0.0005557408024897188,0.00033046926635822867,14
one,0.0042789663795498745,0.003800187255603899,144
don't,0.0008890864636585908,0.0035246172485956604,78
enjoy,0.0004445185308662555,0.00033041467041136624,12
portion,0.000166685187243027,5.506607929515419e-05,2
huge,0.00038891049502750154,0.00033037828313418866,11
itfriendly,0.00011111111111111112,5.506001541680432e-05,1
servers,0.00011110493861452142,0.0002752849198920883,5
wonderful,0.0014442839684479503,5.505395287381634e-05,25
imaginative,0.00022218519135699605,5.5050922102945225e-05,3
heart,0.0002777160630970895,0.0002201915666629968,7
attack,5.554012774229381e-05,0.00016513458468651952,2
grill,5.553704320781961e-05,0.00016512549537648613,2
downtown,0.0001110679180318765,0.00011007760471132149,2
absolutely,0.0007219013771657041,0.000550357732526142,21
flat,5.5527791659725695e-05,0.0003301964668978042,5
lined,5.55247084952804e-05,0.00011005943209333039,1
excuse,5.552162567319971e-05,0.00022010675177461069,3
much,0.0009438152342882523,0.0019258281060856167,50
seafood,0.00022206184422361627,0.00016506189821182944,5
5,0.000499611413345176,0.0004951584507042253,16
strings,5.550929780738274e-05,0.0001100291577267976,1
pasta,0.00022202486678507994,0.00016503465727802838,5
bottom,5.5503135927179885e-05,0.00016502557896473953,2
amount,0.0003885003885003885,0.00016501650165016502,8
sauce,0.00038847882790387923,0.0002750123755569001,10
over,0.0011098779134295228,0.0012099879001209988,40
power,0.00022196326507962932,0.0001099928504647198,4
scallop,0.00011097547442015315,0.00010998680158380995,2
perfectly,0.0006658159019031237,0.00010998075336816057,12
ripped,5.5481580115401686e-05,0.00021994941163532388,3
banana,5.547850208044383e-05,0.00010996865893220432,1
petrified,5.547542438699656e-05,0.00010996261271167803,1
tasteless,5.547234703500305e-05,0.00032986970146792015,5
least,0.0003328156201464389,0.0006047278724573942,15
think,0.001386654833878751,0.001319333736463086,47
refill,5.5463117027176924e-05,0.00016490765171503957,2
water,0.00016638012312129112,0.00021986478315835762,5
before,0.00033274179236912155,0.0008794107947675058,20
struggle,0.00011090778018077968,0.00010992030777686178,2
wave,5.5450815126982364e-05,0.00016487140030775995,2
10,0.0013861935126143609,0.0007144034730999615,36
minutes,0.00022177866489243733,0.0016485328058028356,32
receives,0.0001108831845650607,5.494807407000384e-05,1
stars,0.0006652622241933695,0.0005494505494505495,20
appetizers,0.00016630633627141194,5.494203615185979e-05,2
cocktails,0.00011086474501108647,5.49390176903637e-05,1
handmade,0.00011085859985588382,5.4935999560512006e-05,1
delicious,0.0013302294645826404,5.493298176225006e-05,23
we'd,0.00011084631158898187,0.00010985992859104642,2
definitely,0.001274661937486145,0.0006041964187630452,32
here,0.0021058464948739263,0.002142033283901796,75
glad,0.0003878975950349108,0.0002196836555360281,9
give,0.0007203413309691361,0.0006590147729144928,23
military,0.00011081560283687943,5.4914881933003843e-05,1
discount,0.00011080946312815115,0.00010982373290868156,2
always,0.000997229916897507,0.0004392708104546453,24
dos,0.00011079718575148191,5.4905836490418934e-05,1
gringos,0.00011079104808331487,5.490282200505106e-05,1
updatewent,0.00011078491109510885,5.4899807850672524e-05,1
second,0.00033233632436025255,0.00027448397013614406,9
as,0.004818609803378566,0.004940440248119888,175
got,0.0008861320336730173,0.0013722691843231969,39
apparently,5.53801849698178e-05,0.00016466326362588507,2
heard,0.00016613135452431054,0.00016465422612513722,4
salt,5.537405171936431e-05,0.0002195269194885023,3
batter,5.5370985603543746e-05,0.00016463615409944023,2
fish,0.00016610375948175626,0.0002743785326236075,6
chewy,0.00011072970878086591,0.0001646180860403863,3
way,0.000996512207274539,0.0015363511659807956,44
finish,0.00011071744906997343,0.0001097333479644464,2
included,0.00016606698034874067,0.0001645909913864048,4
tastings,0.00011070519207350825,5.4860653938994955e-05,1
2,0.0007195439198538772,0.001316583465905974,35
drinks,0.00016603940668585344,0.00016456390565002741,4
jeff,0.00011068681166638995,5.4851626350721296e-05,1
went,0.0004980630879911456,0.0007130320315928038,20
above,0.00016601184217807536,0.000274228048044754,6
beyond,0.00016600265604249667,0.0003290556103981573,7
expected,0.00022132462789796933,0.0003290375651220181,8
really,0.0031537014495961048,0.002632156174599693,103
rice,0.00011065006915629322,0.00021933432033777484,4
meh,5.532197388802833e-05,0.0001644917205833973,2
30,0.00011063782707307629,0.00038379297110587203,7
min,5.531585352361987e-05,0.0001644736842105263,2
milkshake,5.531279384921732e-05,0.00010964311167150923,1
nothing,0.0002765486725663717,0.0012060081131454884,25
more,0.0019357336430507162,0.0018637285534177492,67
than,0.0019356265899789847,0.0018636263977197982,67
chocolate,5.530055853564121e-05,0.00010961907371882707,1
milk,5.529750055297501e-05,0.00010961306587745259,1
guess,0.0001105888858169754,0.0004932317641256097,9
should,0.0003870396992148623,0.0008768084173608067,21
known,0.0001658649859014762,0.0001643925694558606,4
suck,5.528527200353826e-05,0.00021917808219178083,3
excalibur,5.5282215711205703e-05,0.00010958303654594269,1
use,0.0013819789939192924,0.0014245014245014246,49
common,5.52761041401802e-05,0.0001095710294198214,1
sense,5.5273048861375196e-05,0.0002739125671085789,4
dish,0.000331619963521804,0.00021911804984935633,8
quite,0.0008290040897535095,0.0006573181419807187,25
appalling,5.526388505111909e-05,0.0002190940461192967,3
value,0.0003868258178603006,0.00016431153466973383,8
well,0.003702271094656573,0.0012596527739744783,88
times,0.00044203779423140677,0.0008762322015334064,22
customer,0.00022100668545223492,0.0007118996769070697,15
sweet,0.00033149171270718233,0.00010951702989814916,6
potato,0.0002762278327164245,0.00016426654985489788,6
seasoned,0.00016572754391779913,5.475251861585633e-05,2
today,0.00033143677843451363,0.00021899808376676705,8
i've,0.0017123287671232876,0.0016423957078725501,59
lunch,0.00027616680475006904,0.00038320468604587506,10
buffet,0.0004970727935490998,0.0002737026494416466,12
cheated,5.522726017562269e-05,0.00010947506705347856,1
wasting,5.52242102937928e-05,0.0002736726874657909,4
eating,0.00016566348224639682,0.00043785233430025726,9
opportunity,0.00011043622308117063,0.00010945709281961471,2
going,0.0006625807520291535,0.0013134132326383188,34
company,0.00016563604240282687,0.000437780453102769,9
coming,0.0003312537956164081,0.0006019151846785225,15
experiencing,5.520591807441758e-05,0.0001094331363536879,1
underwhelming,5.520287054926856e-05,0.00016414072331345406,2
relationship,5.5199823360565245e-05,0.0001641317430791115,2
where,0.0004967709885742673,0.0006564910553093714,19
both,0.001324649519814549,0.000437636761487965,30
parties,5.5190683812572435e-05,0.00010940320551392156,1
can't,0.0004415011037527594,0.0010392736024504978,25
wait,0.00022073836984713867,0.0006563474265711317,14
other,0.0014899017768458228,0.0012579304309779042,48
person,0.00011035700491088672,0.00027344818156959256,5
ask,0.00038622820569410727,0.00016405993656349119,8
break,5.5172413793103446e-05,0.0003281019303330235,5
walked,0.00011033873993158998,0.00032808398950131233,6
smelled,5.516632647432007e-05,0.00010935535021050904,1
old,0.0002758164165931156,0.0008201202843083652,18
grease,5.516024049864857e-05,0.0001640150893882237,2
trap,0.00011031439602868175,0.00010933741526350318,2
others,0.0002757707793282224,0.00021866287651014048,7
turkey,0.00011030222810500772,0.00010932546190007652,2
roast,0.00011029614514972701,0.00010931948619841486,2
bland,5.514503143266792e-05,0.000765194578049847,13
pan,5.5141990625861594e-05,0.00010930753675465924,1
cakes,5.513895015438906e-05,0.00010930156301235107,1
everyone,0.0004410872801455588,0.00043718235969178644,14
raving,5.513287021722351e-05,0.0001092896174863388,1
about,0.0022051932300567838,0.002568165674006885,85
sugary,5.5126791620727676e-05,0.0001639165118566277,2
disaster,0.00011024750565018466,0.00016390755613833797,3
tailored,5.5120714364458166e-05,0.00010926573426573427,1
palate,5.5117676238769775e-05,0.00010925976509150505,1
six,5.511463844797178e-05,0.00016388069485414618,2
year,0.00038578120694406174,0.000546239143497023,15
love,0.003141188140637055,0.00032772558444395895,61
spring,0.00011021105416873313,0.00016385384237260363,3
rolls,0.00016530747189772978,0.00016384489350081922,4
oh,0.00022039781806160118,0.00038228387308175416,9
yummy,0.00022038567493112948,0.00010921799912625601,4
try,0.0004958404495620076,0.0004368481406651013,15
meat,0.00016527104451300131,0.00043682428743038114,9
ratio,5.508731339172588e-05,0.0001092001092001092,1
chicken,0.0005508427894678859,0.00043677658877484165,16
tenders,5.50812448361333e-05,0.00010918818583829229,1
unsatisfying,5.507821105970478e-05,0.00010918222513374823,1
omelets,0.00011015035523489564,5.458813253998581e-05,1
die,0.00016521643352792158,5.458515283842795e-05,2
everything,0.001321658681645465,0.0007095682550079145,35
summary,0.00011013215859030837,0.00016373758323327147,3
largely,0.00011012609437806288,0.00010915243137040878,2
disappointing,5.506001541680432e-05,0.0007094520846976643,12
dining,0.0002752849198920883,0.00027285129604365623,8
experience,0.0009359171988548777,0.0008185092218705664,30
sexy,0.00011010184420589045,5.456430403230207e-05,1
party,0.0002201915666629968,0.00016368398079441291,5
mouth,0.00027522430781086585,0.0001091167003109826,5
you're,0.00027520915896081023,0.00016366612111292964,6
outrageously,0.00011007760471132149,5.4552397577873546e-05,1
flirting,0.0001100715465052284,5.4549421776129175e-05,1
hottest,0.00011006548896593473,5.454644629902362e-05,1
rock,5.5029716046665196e-05,0.00010908694229300753,1
casino,5.502668794365267e-05,0.000109080992637033,1
will,0.0019808517662594917,0.0021269633507853404,73
step,0.00016506189821182944,0.00010906909527185472,3
forward,5.501760563380282e-05,0.00010906314756243865,1
best,0.0035209330472575234,0.000872457604013305,78
breakfast,0.0004951039718340852,0.00016357688113413304,10
bye,5.5008526321579844e-05,0.00016356796248841394,2
tip,0.00011001100110011001,0.00016355904481517829,3
lady,0.00011000495022276003,0.00016355012811426702,3
we'll,5.4999450005499945e-05,0.0002725686873092019,4
arrived,0.0002749821261617995,0.0002725538293813028,8
quickly,0.0003849538055433348,0.00016352338384388967,8
cafe,0.00016497113005224087,0.00010900964735379081,3
serves,0.00010997470581766194,0.00010900370612600828,2
fantastic,0.001044702259855941,5.4498882772903156e-05,18
wife,0.00021992522542335605,0.00027247956403269756,7
loves,0.00027489141788993347,5.449294316386028e-05,4
roasted,0.00010995052226498076,0.00010897994768962511,2
garlic,0.00010994447803859051,0.00010897400969868686,2
bone,0.00010993843447669306,5.448403617740002e-05,1
marrow,0.0001648985873687682,5.4481067828929447e-05,2
added,0.00021985269869187644,5.447809980387884e-05,3
extra,0.00021984061555372356,0.0002179005284087814,6
meal,0.0003297428006155199,0.00038130515306678285,11
another,0.00043963290652305326,0.0008170379650307751,21
helpful,0.0003297065611605671,0.0002723311546840959,9
bloddy,0.00010989614814000769,5.446326452807581e-05,1
mary's,0.00010989010989010989,5.446029844243546e-05,1
town,0.0004395362892148783,5.445733267984534e-05,7
price,0.0016481705307109108,0.000326726203441516,34
cannot,0.000164807998681536,0.00043561121698883746,9
beat,0.00021973192704900023,0.0001633453119895459,5
mussels,0.00010985992859104642,5.444547285893178e-05,1
wine,0.0001647808414808305,0.0001633275261324042,4
reduction,0.00010984786071291261,5.443954488540476e-05,1
dishes,0.0002746045694200352,0.000326619488296135,9
better,0.0015926190345433577,0.0014152740732676502,53
buffets,0.00010982976386600769,5.4430655345090354e-05,1
tigerlilly,0.00010982373290868156,5.442769281010178e-05,1
afternoon,0.00010981770261366133,0.00010884946119516709,2
bartender,0.00016471750947125678,5.4421768707482996e-05,2
personable,0.00010980564401010212,5.4418807139747494e-05,1
ambience,0.0002195992314026901,5.441584589432443e-05,3
music,0.0006587615283267457,0.0004353030797692894,18
playing,0.0004391502442773234,0.00016322977311061538,9
next,0.000439126138983423,0.000544069640914037,16
trip,0.00021955101816784674,0.00016321201240411296,5
sooooo,0.0001097694840834248,5.44010445000544e-05,1
real,0.0009329894078261347,0.0009791655333732253,33
sushi,0.00038415102623202724,0.0004351610095735422,13
lovers,0.00010975141304944301,0.00010878433505575198,2
let's,5.4872695346795435e-05,0.00016316762754269552,2
honest,0.00010973936899862826,0.00021754500462283134,4
yama,5.48666739822232e-05,0.00010876658690450294,1
40min,5.486366379546826e-05,0.00010876067214095382,1
passed,0.00010972130787798991,0.0002175095160413268,4
between,0.0003291458664764935,0.000598118644989397,15
ordering,0.00010970927043335162,0.00010874293170943889,2
arriving,5.4851626350721296e-05,0.000108737019518295,1
wasn't,0.00027424308907415536,0.0010873110796999022,23
busy,5.4845609608950804e-05,0.00021745039412883935,3
thai,0.00021937040693210486,0.00016307893020221786,5
spicy,0.00038387715930902113,0.0001630700657715932,8
check,0.0003290195218249616,0.00027176867050766385,9
gross,0.00010966716016888742,0.00016305233980107615,3
atmosphere,0.000548305735277991,0.00016304347826086958,11
kind,0.00032896540380503316,0.00070648334329656,17
mess,0.0001644736842105263,0.0005434191935659167,11
steak,0.0006030371141933008,0.00027169483236428845,14
although,0.0002192742023900888,0.0003260160834601174,8
liked,0.0007674176396426026,0.00010866612333604998,14
sound,0.0018088138566103925,0.0010322720851896122,50
actual,5.4809536859413536e-05,0.00010865431629271472,1
bit,0.00021922613175490518,0.0007062146892655367,15
know,0.0006576423521674796,0.0010864251181487317,30
how,0.000931608943445857,0.0022270505160239,56
managed,5.479752315195353e-05,0.00021726141980337843,3
served,0.00021917808219178083,0.00027156202476645667,7
blandest,5.4791518272971344e-05,0.00010861891055232716,1
